City|State short|State full|County|Latitude|Longitude|ZIP codes|Population|Density|Timezone
Athalia|OH|Ohio|Lawrence|38.5127|-82.3093|45669|298|167.8|America/New_York
Spencer|NE|Nebraska|Boyd|42.8753|-98.7003|68777|298|192.5|America/Chicago
Lindsay|NE|Nebraska|Platte|41.6991|-97.6939|68644|298|232.9|America/Chicago
Malden|WV|West Virginia|Kanawha|38.3008|-81.558|25306|298|336.4|America/New_York
Shaft|MD|Maryland|Allegany|39.6265|-78.9384|21532|298|146.3|America/New_York
Richvale|CA|California|Butte|39.4937|-121.7508|95965,95974|298|124.1|America/Los_Angeles
Biggsville|IL|Illinois|Henderson|40.8536|-90.8621|61418|298|268.1|America/Chicago
Arpin|WI|Wisconsin|Wood|44.5394|-90.0315|54410|298|140|America/Chicago
Dodgeville|MI|Michigan|Houghton|47.0909|-88.5828|49921,49931|298|213|America/Detroit
Matagorda|TX|Texas|Matagorda|28.697|-95.9668|77457|298|62.4|America/Chicago
Banks|AL|Alabama|Pike|31.8132|-85.8364|36005|298|57.9|America/Chicago
Millbrook|IL|Illinois|Kendall|41.6071|-88.5454|60541,60536,60560|298|62.3|America/Chicago
Young America|IN|Indiana|Cass|40.5686|-86.3467|46998,46932|298|153.1|America/Indiana/Indianapolis
Grammer|IN|Indiana|Bartholomew|39.1528|-85.725|47236,47232|298|75.2|America/Indiana/Indianapolis
Imbler|OR|Oregon|Union|45.4621|-117.9632|97841|298|375.8|America/Los_Angeles
Sandia|TX|Texas|Jim Wells|28.0198|-97.8704|78383|298|119.1|America/Chicago
Coinjock|NC|North Carolina|Currituck|36.3513|-75.9526|27917,27923|298|137|America/New_York
Avondale|CO|Colorado|Pueblo|38.2351|-104.3482|81022|298|183.2|America/Denver
Otter Lake|IN|Indiana|Steuben|41.6368|-85.1681|46703|297|229.3|America/Indiana/Indianapolis
Lowrey|OK|Oklahoma|Cherokee|36.0974|-94.9291|74464|297|7.3|America/Chicago
Mallard Bay|OK|Oklahoma|Wagoner|35.8623|-95.2638|74434|297|54.3|America/Chicago
Oslo|MN|Minnesota|Marshall|48.1954|-97.1321|56744|297|333.7|America/Chicago
Berrysburg|PA|Pennsylvania|Dauphin|40.6029|-76.8101|17005|297|189.2|America/New_York
Lockhart|AL|Alabama|Covington|31.0128|-86.3505|36442,36455|297|105.4|America/Chicago
Quechee|VT|Vermont|Windsor|43.6445|-72.4184|5059|297|61.9|America/New_York
Randlett|OK|Oklahoma|Cotton|34.1773|-98.4639|73562|297|182.8|America/Chicago
East Dorset|VT|Vermont|Bennington|43.245|-73.0069|5253|297|51.6|America/New_York
Clifford|MI|Michigan|Lapeer|43.3148|-83.1793|48727|297|76|America/Detroit
Braden|TN|Tennessee|Fayette|35.3685|-89.5718|38049|297|31.2|America/Chicago
Thompson|PA|Pennsylvania|Susquehanna|41.8636|-75.5141|18465|297|223.9|America/New_York
Gateway|AR|Arkansas|Benton|36.4854|-93.9365|72732,72733|297|17.5|America/Chicago
Springfield Center|NY|New York|Otsego|42.8357|-74.8721|13326,13468|297|23.8|America/New_York
Buckatunna|MS|Mississippi|Wayne|31.5424|-88.5292|39322|297|18.5|America/Chicago
Stoutland|MO|Missouri|Camden|37.8136|-92.5142|65567|297|189.8|America/Chicago
Jamestown|MO|Missouri|Moniteau|38.7667|-92.4802|65046|297|114.7|America/Chicago
Elmer City|WA|Washington|Okanogan|47.9999|-118.954|99124|297|263.1|America/Los_Angeles
Port Hope|MI|Michigan|Huron|43.9394|-82.7153|48468|297|113.4|America/Detroit
Humbird|WI|Wisconsin|Clark|44.5295|-90.8862|54746|297|101.2|America/Chicago
Atalissa|IA|Iowa|Muscatine|41.5715|-91.1664|52720|297|247.2|America/Chicago
Irwin|IA|Iowa|Shelby|41.7901|-95.2068|51446|297|195.6|America/Chicago
Hydaburg|AK|Alaska|Prince of Wales-Hyder|55.2061|-132.8208|99922|297|352.4|America/Sitka
Lakewood|WI|Wisconsin|Oconto|45.3006|-88.5145|54138|297|41.5|America/Chicago
Prairie Creek|IN|Indiana|Vigo|39.275|-87.4972|47869,47850|297|63.8|America/Indiana/Indianapolis
Sarah Ann|WV|West Virginia|Logan|37.7086|-81.988|25644|297|62.8|America/New_York
Comfrey|MN|Minnesota|Brown|44.1111|-94.9029|56019|297|267.9|America/Chicago
Chestnut|IL|Illinois|Logan|40.0537|-89.1871|62518|297|343|America/Chicago
Edroy|TX|Texas|San Patricio|27.9609|-97.6754|78352,78370|297|51.9|America/Chicago
Hancocks Bridge|NJ|New Jersey|Salem|39.5051|-75.4605|08079,08038|296|353.6|America/New_York
Lambs Grove|IA|Iowa|Jasper|41.7007|-93.0793|50208|296|268.3|America/Chicago
Newsoms|VA|Virginia|Southampton|36.6262|-77.1248|23874|296|228.7|America/New_York
Jewett|IL|Illinois|Cumberland|39.2077|-88.2431|62436|296|113.7|America/Chicago
Kincaid|WV|West Virginia|Fayette|38.0382|-81.2759|25119|296|132.8|America/New_York
Denning|AR|Arkansas|Franklin|35.4252|-93.7568|72821,72949|296|106.1|America/Chicago
East Globe|AZ|Arizona|Gila|33.3511|-110.7061|85550|296|33.8|America/Phoenix
Haring|MI|Michigan|Wexford|44.2819|-85.4007|49601|296|49.4|America/Detroit
Berkey|OH|Ohio|Lucas|41.7085|-83.8383|43504|296|27|America/New_York
Newhope|AR|Arkansas|Pike|34.2276|-93.8753|71959|296|37.7|America/Chicago
Hermosa|SD|South Dakota|Custer|43.8399|-103.193|57744|296|132.2|America/Denver
Notchietown|OK|Oklahoma|Sequoyah|35.5857|-95.0901|74435|296|14.6|America/Chicago
South Mountain|TX|Texas|Coryell|31.4398|-97.6793|76528|295|70.6|America/Chicago
Guide Rock|NE|Nebraska|Webster|40.0737|-98.3288|68942|295|227.4|America/Chicago
Shawnee|OH|Ohio|Perry|39.6063|-82.2046|43782|295|50.7|America/New_York
Reevesville|SC|South Carolina|Dorchester|33.2021|-80.6456|29471|295|70.8|America/New_York
Garfield|MN|Minnesota|Douglas|45.9388|-95.4945|56332|295|141.5|America/Chicago
Andersonville|GA|Georgia|Sumter|32.1965|-84.1454|31711|295|82.6|America/New_York
Medora|IL|Illinois|Macoupin|39.1765|-90.1414|62063|295|125|America/Chicago
Lost Bridge Village|AR|Arkansas|Benton|36.3899|-93.9156|72732|295|35.2|America/Chicago
Arthur|IA|Iowa|Ida|42.3354|-95.3468|51431|295|289.6|America/Chicago
Summer Shade|KY|Kentucky|Metcalfe|36.8837|-85.7098|42166|295|56|America/Chicago
North Sultan|WA|Washington|Snohomish|47.8829|-121.8253|98294|295|202.2|America/Los_Angeles
Staplehurst|NE|Nebraska|Seward|40.9747|-97.1732|68439|295|164.4|America/Chicago
Pakala Village|HI|Hawaii|Kauai|21.9445|-159.6436|96769|295|47.5|Pacific/Honolulu
Timber Hills|PA|Pennsylvania|Lebanon|40.2457|-76.4838|17064|295|170.5|America/New_York
Ulster|PA|Pennsylvania|Bradford|41.8473|-76.5065|18850|294|148.6|America/New_York
Clam Gulch|AK|Alaska|Kenai Peninsula|60.2|-151.3939|99568|294|8.5|America/Anchorage
West Liberty|PA|Pennsylvania|Butler|41.0079|-80.0573|16057|294|29.6|America/New_York
Toone|TN|Tennessee|Hardeman|35.3565|-88.9542|38381|294|108.4|America/Chicago
Grosse Tete|LA|Louisiana|Iberville|30.4148|-91.4395|70740|294|77.4|America/Chicago
Roscoe|SD|South Dakota|Edmunds|45.4501|-99.3367|57471|294|367.9|America/Chicago
Covington|TX|Texas|Hill|32.1784|-97.2603|76636|294|138.2|America/Chicago
Andersonville|TN|Tennessee|Anderson|36.197|-84.033|37705|294|70.1|America/New_York
Goltry|OK|Oklahoma|Alfalfa|36.5319|-98.151|73739|294|89.4|America/Chicago
Ridgeville Corners|OH|Ohio|Henry|41.4388|-84.2554|43555,43545,43502|294|124.1|America/New_York
Keokee|VA|Virginia|Lee|36.8622|-82.9161|24265|294|24.1|America/New_York
Marshall|OK|Oklahoma|Logan|36.1502|-97.6234|73056|294|178.6|America/Chicago
Mapleton|IL|Illinois|Peoria|40.5731|-89.7248|61547|294|128.2|America/Chicago
Koosharem|UT|Utah|Sevier|38.5134|-111.8819|84744|294|136|America/Denver
Beaux Arts Village|WA|Washington|King|47.5853|-122.205|98004|294|1465.6|America/Los_Angeles
Ukiah|OR|Oregon|Umatilla|45.1344|-118.9331|97880|294|148.9|America/Los_Angeles
Albright|WV|West Virginia|Preston|39.4937|-79.6399|26519|294|305.4|America/New_York
Kimballton|IA|Iowa|Audubon|41.6272|-95.0747|51543|294|149|America/Chicago
Bloomfield|CA|California|Sonoma|38.3183|-122.8502|94952|294|13.9|America/Los_Angeles
South Mills|NC|North Carolina|Camden|36.4379|-76.3308|27976|294|63.4|America/New_York
Rollinsville|CO|Colorado|Gilpin|39.9232|-105.5136|80474|294|80.4|America/Denver
Coulter|PA|Pennsylvania|Allegheny|40.3006|-79.7973|15131,15028|293|176|America/New_York
Leona|TX|Texas|Leon|31.1537|-95.976|75850,77871|293|50.9|America/Chicago
Walton|KS|Kansas|Harvey|38.1187|-97.2582|67151|293|230.5|America/Chicago
Garden City|CO|Colorado|Weld|40.3948|-104.6893|80631|293|622.1|America/Denver
Saratoga|IN|Indiana|Randolph|40.2368|-84.9159|47394,47382|293|133.5|America/Indiana/Indianapolis
Gumbranch|GA|Georgia|Liberty|31.8367|-81.6838|31313|293|140.2|America/New_York
Fenton|IA|Iowa|Kossuth|43.2184|-94.4279|50539|293|105.5|America/Chicago
Westwood|MO|Missouri|St. Louis|38.6435|-90.4335|63131|293|179.9|America/Chicago
Pawnee Rock|KS|Kansas|Barton|38.2649|-98.9823|67567|293|108|America/Chicago
Shaktoolik|AK|Alaska|Nome|64.3568|-161.1973|99771|293|106|America/Anchorage
Quitman|LA|Louisiana|Jackson|32.3507|-92.7236|71268|293|121.2|America/Chicago
Perrytown|AR|Arkansas|Hempstead|33.6973|-93.534|71801|293|81.1|America/Chicago
Carbon|IN|Indiana|Clay|39.5991|-87.1077|47837|293|195|America/Indiana/Indianapolis
Windsor|FL|Florida|Indian River|27.7869|-80.4141|32963|293|129.4|America/New_York
Pecan Gap|TX|Texas|Delta|33.4382|-95.8519|75469|293|180.4|America/Chicago
Gilchrist|OR|Oregon|Klamath|43.477|-121.69|97737|293|107.7|America/Los_Angeles
Patterson|IA|Iowa|Madison|41.3484|-93.8776|50218|293|250.8|America/Chicago
New Suffolk|NY|New York|Suffolk|40.9961|-72.4767|11956|293|203.3|America/New_York
Ballantine|MT|Montana|Yellowstone|45.9511|-108.1428|59006|293|124.3|America/Denver
Nelsonia|VA|Virginia|Accomack|37.8224|-75.5896|23414,23308|293|64.9|America/New_York
Seaview|HI|Hawaii|Hawaii|19.4067|-154.9214|96778|293|172|Pacific/Honolulu
Hallam|NE|Nebraska|Lancaster|40.5364|-96.7869|68368|292|343.7|America/Chicago
Powers Lake|ND|North Dakota|Burke|48.564|-102.6457|58773|292|81.1|America/Chicago
Anamoose|ND|North Dakota|McHenry|47.8828|-100.242|58710|292|180.9|America/Chicago
Merom|IN|Indiana|Sullivan|39.0559|-87.5672|47861|292|138.8|America/Indiana/Indianapolis
Klein|MT|Montana|Musselshell|46.3983|-108.5525|59072|292|8.8|America/Denver
New Munster|WI|Wisconsin|Kenosha|42.5758|-88.2311|53105,53152|292|95.6|America/Chicago
East Cape Girardeau|IL|Illinois|Alexander|37.2957|-89.4869|62957|292|57.5|America/Chicago
Beulah|MS|Mississippi|Bolivar|33.7905|-90.9802|38726|292|243.4|America/Chicago
Henrieville|UT|Utah|Garfield|37.5638|-112.002|84736|292|84.5|America/Denver
Wynona|OK|Oklahoma|Osage|36.5458|-96.3264|74084|292|205.3|America/Chicago
Villa Quintero|PR|Puerto Rico|Toa Baja|18.4255|-66.235|949|292|1600|America/Puerto_Rico
Maunaloa|HI|Hawaii|Maui|21.1334|-157.2123|96770|292|153.1|Pacific/Honolulu
Garrison|IA|Iowa|Benton|42.1452|-92.1441|52229|292|331.2|America/Chicago
Glacier|WA|Washington|Whatcom|48.8908|-121.9351|98244|292|67.4|America/Los_Angeles
Catherine|CO|Colorado|Garfield|39.4017|-107.133|81623|292|131.3|America/Denver
Hartz Lake|IN|Indiana|Starke|41.1762|-86.4942|46960|291|266.8|America/Indiana/Knox
Rebecca|GA|Georgia|Turner|31.8072|-83.4876|31783|291|143|America/New_York
Danbury|IA|Iowa|Woodbury|42.2364|-95.7216|51019|291|277.1|America/Chicago
Kendleton|TX|Texas|Fort Bend|29.4469|-96.0012|77417,77451|291|102.2|America/Chicago
Milledgeville|TN|Tennessee|Chester|35.3776|-88.366|38332,38359|291|69.9|America/Chicago
Luana|IA|Iowa|Clayton|43.0594|-91.4557|52156|291|102|America/Chicago
Tyonek|AK|Alaska|Kenai Peninsula|61.0734|-151.333|99635,99682|291|1.7|America/Anchorage
Progreso Lakes|TX|Texas|Hidalgo|26.0712|-97.9587|78579,78596|291|53.6|America/Chicago
Chance|OK|Oklahoma|Adair|36.0607|-94.6478|74965|291|17.7|America/Chicago
Wilmot|OH|Ohio|Stark|40.6555|-81.6347|44689,44608|291|314.4|America/New_York
Riverdale|NE|Nebraska|Buffalo|40.7839|-99.1604|68870|291|275.4|America/Chicago
Enemy Swim|SD|South Dakota|Day|45.4319|-97.2868|57273|291|120.2|America/Chicago
Montrose|GA|Georgia|Laurens|32.5595|-83.1535|31065|291|69.6|America/New_York
Capulin|CO|Colorado|Conejos|37.2819|-106.105|81124|291|118.6|America/Denver
Pierson|IA|Iowa|Woodbury|42.5437|-95.8667|51048|291|236.5|America/Chicago
Colton|WA|Washington|Whitman|46.5675|-117.1284|99113|291|182.2|America/Los_Angeles
Cumberland|VA|Virginia|Cumberland|37.4914|-78.2577|23040|291|27|America/New_York
Camp Sherman|OR|Oregon|Jefferson|44.4493|-121.6496|97730|291|35.7|America/Los_Angeles
Mulat|FL|Florida|Santa Rosa|30.5595|-87.1297|32583|291|71.4|America/Chicago
Nettie|WV|West Virginia|Nicholas|38.2183|-80.6889|26681|291|35.7|America/New_York
Moshannon|PA|Pennsylvania|Centre|41.0345|-78.0066|16859|291|164.9|America/New_York
Colerain|NC|North Carolina|Bertie|36.2013|-76.7661|27924|291|58|America/New_York
Elyria|KS|Kansas|McPherson|38.2896|-97.6339|67460|291|23.5|America/Chicago
Mill Creek|PA|Pennsylvania|Huntingdon|40.4373|-77.9307|16652,17060|290|303.6|America/New_York
Salt Lick|KY|Kentucky|Bath|38.1194|-83.6156|40371|290|143.3|America/New_York
Turon|KS|Kansas|Reno|37.8075|-98.4278|67583|290|251.6|America/Chicago
Buffalo|KS|Kansas|Wilson|37.709|-95.697|66717|290|162.6|America/Chicago
Genoa|WI|Wisconsin|Vernon|43.5732|-91.2262|54632|290|182.9|America/Chicago
Wachapreague|VA|Virginia|Accomack|37.6063|-75.6897|23480|290|182.6|America/New_York
Orestes|IN|Indiana|Madison|40.271|-85.7247|46001,46063|290|239.1|America/Indiana/Indianapolis
Coalmont|IN|Indiana|Clay|39.1932|-87.2265|47845,47438|290|74.6|America/Indiana/Indianapolis
Langlois|OR|Oregon|Curry|42.9259|-124.4532|97450|290|78.5|America/Los_Angeles
Mekoryuk|AK|Alaska|Bethel|60.3704|-166.267|99630|290|15.8|America/Nome
Vinton|OH|Ohio|Gallia|38.9776|-82.3374|45686|290|95.1|America/New_York
Patricksburg|IN|Indiana|Owen|39.3156|-86.9592|47427,47455,47460|290|226.8|America/Indiana/Indianapolis
Wakita|OK|Oklahoma|Grant|36.8819|-97.9241|73771|290|221.3|America/Chicago
Davis|NC|North Carolina|Carteret|34.7996|-76.4641|28524|290|51.3|America/New_York
Hunterstown|PA|Pennsylvania|Adams|39.8825|-77.1568|17325|290|64.9|America/New_York
Lincoln|VT|Vermont|Addison|44.1028|-72.9937|5443|290|47.4|America/New_York
Montpelier|LA|Louisiana|St. Helena|30.6823|-90.6545|70422|289|59.8|America/Chicago
Michiana|MI|Michigan|Berrien|41.7637|-86.8113|49117|289|240.7|America/Detroit
Franklin|PA|Pennsylvania|Cambria|40.3418|-78.8841|15909|289|186.8|America/New_York
Mountain Dale|NY|New York|Sullivan|41.6936|-74.5218|12763|289|19.3|America/New_York
Acacia Villas|FL|Florida|Palm Beach|26.6457|-80.1104|33415,33406|289|2257.1|America/New_York
Custer|MI|Michigan|Mason|43.9511|-86.2196|49454,49405|289|104.8|America/Detroit
Loda|IL|Illinois|Iroquois|40.516|-88.0756|60948|289|76.1|America/Chicago
Storden|MN|Minnesota|Cottonwood|44.0396|-95.3193|56174|289|245.6|America/Chicago
Wheatland|MO|Missouri|Hickory|37.9404|-93.3993|65779|289|94.7|America/Chicago
Carroll|NE|Nebraska|Wayne|42.2758|-97.1908|68723|289|112.4|America/Chicago
White City|IL|Illinois|Macoupin|39.0716|-89.7637|62069|289|92|America/Chicago
Bedford|KY|Kentucky|Trimble|38.5954|-85.3174|40006|289|432.4|America/New_York
Bowling Green|IN|Indiana|Clay|39.3831|-87.0117|47833|289|224.6|America/Indiana/Indianapolis
Nixon|TN|Tennessee|Hardin|35.1148|-88.2583|38372|289|63.2|America/Chicago
Florence|SD|South Dakota|Codington|45.0548|-97.3263|57235|289|161|America/Chicago
Plumwood|OH|Ohio|Madison|40.0088|-83.4147|43140|289|179.5|America/New_York
Le Raysville|PA|Pennsylvania|Bradford|41.8381|-76.1776|18829|288|106.7|America/New_York
Castleberry|AL|Alabama|Conecuh|31.3001|-87.0269|36432|288|65|America/Chicago
Diamond Beach|NJ|New Jersey|Cape May|38.9595|-74.8531|8260|288|459.3|America/New_York
Ironton|WI|Wisconsin|Sauk|43.5453|-90.1436|53941|288|149.2|America/Chicago
Parmele|NC|North Carolina|Martin|35.8181|-77.3143|27871,27861|288|96|America/New_York
McEwensville|PA|Pennsylvania|Northumberland|41.0723|-76.8188|17749,17777|288|388.4|America/New_York
Walstonburg|NC|North Carolina|Greene|35.5961|-77.6981|27888|288|273.3|America/New_York
Pilger|NE|Nebraska|Stanton|42.0078|-97.0546|68768|288|261.8|America/Chicago
Ridgeland|WI|Wisconsin|Dunn|45.2025|-91.8965|54763|288|241.8|America/Chicago
Metaline Falls|WA|Washington|Pend Oreille|48.8615|-117.3718|99153|288|447.5|America/Los_Angeles
Broadlands|IL|Illinois|Champaign|39.9087|-87.9971|61816|288|240.3|America/Chicago
Point Lay|AK|Alaska|North Slope|69.7443|-162.8678|99759|288|3.9|America/Nome
Hanley Falls|MN|Minnesota|Yellow Medicine|44.6918|-95.6195|56245|288|240.5|America/Chicago
Gold Hill|CO|Colorado|Boulder|40.0597|-105.4189|80455,80302|288|53.6|America/Denver
Yuma Proving Ground|AZ|Arizona|Yuma|32.8652|-114.4369|85365|288|82.7|America/Phoenix
Fairview|KS|Kansas|Brown|39.8397|-95.7282|66425|287|170|America/Chicago
Buckingham|IL|Illinois|Kankakee|41.0467|-88.1749|60917|287|308|America/Chicago
Bonnieville|KY|Kentucky|Hart|37.3774|-85.9015|42713|287|192.8|America/Chicago
Litchfield|NE|Nebraska|Sherman|41.1562|-99.1531|68852|287|230.9|America/Chicago
Ambrose|GA|Georgia|Coffee|31.5945|-83.0137|31512|287|36.3|America/New_York
Negley|OH|Ohio|Columbiana|40.7927|-80.536|44441|287|123.6|America/New_York
Gackle|ND|North Dakota|Logan|46.6264|-99.1412|58442|287|206|America/Chicago
Weston|NE|Nebraska|Saunders|41.1931|-96.7422|68070|287|184.1|America/Chicago
Backus|MN|Minnesota|Cass|46.8207|-94.5148|56435|287|178.8|America/Chicago
Selden|KS|Kansas|Sheridan|39.5414|-100.5671|67757|287|140.4|America/Chicago
Canby|CA|California|Modoc|41.4477|-120.8843|96015|287|48.2|America/Los_Angeles
Cheshire|OR|Oregon|Lane|44.1901|-123.2834|97448,97419|287|235.7|America/Los_Angeles
Castella|CA|California|Shasta|41.1549|-122.3032|96025,96017|287|99|America/Los_Angeles
Elbing|KS|Kansas|Butler|38.0534|-97.1283|67041,67114|287|374.8|America/Chicago
Brule|NE|Nebraska|Keith|41.0947|-101.8882|69127|287|422.8|America/Denver
Malone|TX|Texas|Hill|31.9171|-96.8948|76660|287|242.7|America/Chicago
Dowell|IL|Illinois|Jackson|37.9396|-89.2391|62927|287|284.1|America/Chicago
Bay View Gardens|IL|Illinois|Woodford|40.8102|-89.5272|61611|287|194.7|America/Chicago
Eden|WY|Wyoming|Sweetwater|42.0601|-109.4392|82932|287|8.2|America/Denver
Tremont City|OH|Ohio|Clark|40.0147|-83.8386|45372|286|399.8|America/New_York
Raiford|FL|Florida|Union|30.0638|-82.2391|32083|286|202.5|America/New_York
Lueders|TX|Texas|Jones|32.8004|-99.6232|79533|286|187.3|America/Chicago
Iola|TX|Texas|Grimes|30.7719|-96.0771|77861|286|107.1|America/Chicago
Longton|KS|Kansas|Elk|37.3779|-96.0821|67352|286|94|America/Chicago
Toccopola|MS|Mississippi|Pontotoc|34.2561|-89.2211|38871,38863|286|13.1|America/Chicago
Rose Hill|IA|Iowa|Mahaska|41.3203|-92.4637|52586|286|219.3|America/Chicago
Kingston|MO|Missouri|Caldwell|39.6425|-94.0384|64650|286|212.8|America/Chicago
Trumbull|NE|Nebraska|Clay|40.6801|-98.2734|68980|286|256|America/Chicago
Secor|IL|Illinois|Woodford|40.7418|-89.135|61771|286|326.7|America/Chicago
Liberty|PA|Pennsylvania|Tioga|41.5585|-77.1054|16930|286|231.8|America/New_York
Wales|AK|Alaska|Nome|65.6119|-168.0773|99783|286|49.3|America/Nome
Ewen|MI|Michigan|Ontonagon|46.5331|-89.2852|49925|286|131|America/Detroit
Athens|LA|Louisiana|Claiborne|32.658|-93.0277|71003|286|31.5|America/Chicago
Merino|CO|Colorado|Logan|40.4835|-103.3535|80741|286|426.9|America/Denver
Fries|VA|Virginia|Grayson|36.714|-80.9752|24330,24333|286|173.1|America/New_York
Railroad|PA|Pennsylvania|York|39.7596|-76.6961|17355|286|173|America/New_York
Hood|CA|California|Sacramento|38.3693|-121.5155|95639|286|233.7|America/Los_Angeles
Easton|IL|Illinois|Mason|40.2321|-89.8415|62633|286|135.9|America/Chicago
Oaks|OK|Oklahoma|Delaware|36.1698|-94.8529|74359|286|128.8|America/Chicago
Dyess|AR|Arkansas|Mississippi|35.5893|-90.2133|72330|286|114.9|America/Chicago
Tynan|TX|Texas|Bee|28.1708|-97.7492|78389,78391|286|31.9|America/Chicago
Auburn|WY|Wyoming|Lincoln|42.7969|-111.0216|83111|286|30.2|America/Denver
Upper Red Hook|NY|New York|Dutchess|42.0262|-73.8456|12571|285|141.6|America/New_York
Whatley|AL|Alabama|Clarke|31.6463|-87.7108|36482|285|85.2|America/Chicago
Skillman|NJ|New Jersey|Somerset|40.4247|-74.714|8558|285|75|America/New_York
Posen|MI|Michigan|Presque Isle|45.2622|-83.6989|49776|285|110.2|America/Detroit
Cedar Hill Lakes|MO|Missouri|Jefferson|38.33|-90.6577|63016|285|276.6|America/Chicago
Delmont|NJ|New Jersey|Cumberland|39.2152|-74.9494|8314|285|102|America/New_York
Coffee Creek|CA|California|Trinity|41.0802|-122.7136|96091|285|9.6|America/Los_Angeles
Oakdale|WI|Wisconsin|Monroe|43.9622|-90.3791|54660,54649|285|148.6|America/Chicago
Bordelonville|LA|Louisiana|Avoyelles|31.1012|-91.9005|71355|285|25.3|America/Chicago
Monterey|LA|Louisiana|Concordia|31.4436|-91.7191|71354|285|38.8|America/Chicago
Tullos|LA|Louisiana|LaSalle|31.8188|-92.3293|71479|285|69.5|America/Chicago
Hemlock|OH|Ohio|Perry|39.5905|-82.1545|43730|285|167.9|America/New_York
Carbon|TX|Texas|Eastland|32.2684|-98.8272|76435|285|107.4|America/Chicago
Rhodes|IA|Iowa|Marshall|41.9278|-93.1837|50234|285|108.5|America/Chicago
St. Hilaire|MN|Minnesota|Pennington|48.0135|-96.2137|56754|285|140.7|America/Chicago
Potter|NE|Nebraska|Cheyenne|41.2244|-103.1905|69162,69156|285|76.4|America/Denver
Clipper Mills|CA|California|Butte|39.5325|-121.1665|95930|285|63.3|America/Los_Angeles
Milburn|OK|Oklahoma|Johnston|34.24|-96.552|73450|285|234.5|America/Chicago
Goshen|VA|Virginia|Rockbridge|37.9901|-79.5067|24439|285|63.7|America/New_York
Bullhead|SD|South Dakota|Corson|45.7693|-101.0809|57621|285|36.5|America/Denver
Adams Lake|IN|Indiana|LaGrange|41.5536|-85.3302|46795|284|265.1|America/Indiana/Indianapolis
Stroh|IN|Indiana|LaGrange|41.5814|-85.1994|46747,46789,46761|284|213.3|America/Indiana/Indianapolis
Milligan|NE|Nebraska|Fillmore|40.5001|-97.3882|68406|284|262.4|America/Chicago
Blain|PA|Pennsylvania|Perry|40.3365|-77.5124|17006|284|356.8|America/New_York
Dixie Inn|LA|Louisiana|Webster|32.5968|-93.3317|71055|284|226|America/Chicago
Acme|WA|Washington|Whatcom|48.7158|-122.2077|98220|284|73.1|America/Los_Angeles
Vicco|KY|Kentucky|Perry|37.2161|-83.0609|41773|284|130.4|America/New_York
Oswego|IN|Indiana|Kosciusko|41.3203|-85.7872|46582,46538|284|234.5|America/Indiana/Indianapolis
Hortonville|NY|New York|Sullivan|41.7662|-75.0222|12723|284|145.1|America/New_York
Nulato|AK|Alaska|Yukon-Koyukuk|64.7052|-158.2382|99765|284|2.7|America/Anchorage
Ward|SC|South Carolina|Saluda|33.8573|-81.7313|29166|284|141.4|America/New_York
Pavillion|WY|Wyoming|Fremont|43.244|-108.689|82523|284|212.5|America/Denver
Max|ND|North Dakota|McLean|47.8204|-101.2911|58759|284|140.7|America/Chicago
Standard|IL|Illinois|Putnam|41.2558|-89.1818|61326,61363|284|154.1|America/Chicago
Eitzen|MN|Minnesota|Houston|43.508|-91.4636|55931|284|179.9|America/Chicago
Boneau|MT|Montana|Chouteau|48.2926|-109.8632|59521|284|46.2|America/Denver
Cofield|NC|North Carolina|Hertford|36.3567|-76.9106|27922|284|34.9|America/New_York
Winslow|AR|Arkansas|Washington|35.8008|-94.1304|72959|284|60.2|America/Chicago
Bendon|MI|Michigan|Benzie|44.637|-85.8378|49643|284|54.7|America/Detroit
Helena|OH|Ohio|Sandusky|41.3403|-83.2921|43435|284|117.9|America/New_York
Ellsworth|MI|Michigan|Antrim|45.1665|-85.2435|49729|284|146.7|America/Detroit
Di Giorgio|CA|California|Kern|35.2491|-118.8442|93203|284|391.8|America/Los_Angeles
Barrville|PA|Pennsylvania|Mifflin|40.6664|-77.6831|17004,17084|284|155.7|America/New_York
Tenkiller|OK|Oklahoma|Cherokee|35.7935|-94.8537|74931,74471|284|7|America/Chicago
Mehoopany|PA|Pennsylvania|Wyoming|41.568|-76.0616|18629,18657|283|107.7|America/New_York
Diamondhead Lake|IA|Iowa|Guthrie|41.5507|-94.258|50070|283|112.3|America/Chicago
Mount Pleasant|OH|Ohio|Jefferson|40.176|-80.7995|43939|283|215.5|America/New_York
Callisburg|TX|Texas|Cooke|33.6987|-97.0159|76240|283|53.4|America/Chicago
Coffee City|TX|Texas|Henderson|32.1383|-95.4871|75763,75758|283|56.5|America/Chicago
Red Cliff|CO|Colorado|Eagle|39.5092|-106.3699|81649|283|384.7|America/Denver
Atlantic Beach|SC|South Carolina|Horry|33.8035|-78.7177|29582,29598|283|1295.1|America/New_York
Beverly|WA|Washington|Grant|46.8348|-119.9301|99321|283|222.9|America/Los_Angeles
Kingston|WI|Wisconsin|Green Lake|43.6935|-89.1304|53939,53946|283|83.7|America/Chicago
Panama|IA|Iowa|Shelby|41.7261|-95.4754|51562|283|112.3|America/Chicago
Oakdale|IL|Illinois|Washington|38.2648|-89.5035|62268|283|69.1|America/Chicago
Lupton|MI|Michigan|Ogemaw|44.4297|-84.0225|48635|283|33.8|America/Detroit
